image_path,edge_id,border_id,border_point_id,global_point_id,x_px,y_px,x_mm,y_mm,distance_to_bottom_mm
data/images\Multimedia_46.jpg,1,1,1,1,700.0,886.0999755859375,450.9944763183594,582.9326171875,255.3797607421875
data/images\Multimedia_46.jpg,1,1,2,2,781.0,881.25,509.47222900390625,578.2744140625,260.0379638671875
data/images\Multimedia_46.jpg,1,1,3,3,862.0,873.5499877929688,567.9677734375,571.5072631835938,266.80511474609375
data/images\Multimedia_46.jpg,1,1,4,4,943.0,871.6500244140625,626.4270629882812,569.031982421875,269.2803955078125
data/images\Multimedia_46.jpg,1,1,5,5,1024.0,869.5499877929688,684.8876342773438,566.4086303710938,271.90374755859375
data/images\Multimedia_46.jpg,1,2,1,6,700.0,887.9000244140625,450.9832458496094,584.2645874023438,254.04779052734375
data/images\Multimedia_46.jpg,1,2,2,7,781.0,885.75,509.44415283203125,581.604248046875,256.7081298828125
data/images\Multimedia_46.jpg,1,2,3,8,862.0,883.4500122070312,567.906005859375,578.8329467773438,259.47943115234375
data/images\Multimedia_46.jpg,1,2,4,9,943.0,883.3499755859375,626.3540649414062,577.6895751953125,260.622802734375
data/images\Multimedia_46.jpg,1,2,5,10,1024.0,879.4500122070312,684.825927734375,573.734375,264.5780029296875
data/images\Multimedia_46.jpg,2,1,1,1,363.0,0.05000000074505806,213.35162353515625,-68.2679443359375,906.580322265625
data/images\Multimedia_46.jpg,2,1,2,2,410.25,0.10000000149011612,247.4456787109375,-68.85474395751953,907.1671142578125
data/images\Multimedia_46.jpg,2,1,3,3,457.5,0.05000000074505806,281.54034423828125,-69.51554107666016,907.8279418945312
data/images\Multimedia_46.jpg,2,1,4,4,504.75,0.10000000149011612,315.6343994140625,-70.10234069824219,908.4147338867188
data/images\Multimedia_46.jpg,2,1,5,5,552.0,0.10000000149011612,349.728759765625,-70.72614288330078,909.0385131835938
data/images\Multimedia_46.jpg,2,2,1,6,363.0,0.949999988079071,213.34600830078125,-67.60196685791016,905.9143676757812
data/images\Multimedia_46.jpg,2,2,2,7,410.25,1.899999976158142,247.4344482421875,-67.52279663085938,905.835205078125
data/images\Multimedia_46.jpg,2,2,3,8,457.5,0.949999988079071,281.53472900390625,-68.84957122802734,907.1619262695312
data/images\Multimedia_46.jpg,2,2,4,9,504.75,1.899999976158142,315.6231689453125,-68.77040100097656,907.082763671875
data/images\Multimedia_46.jpg,2,2,5,10,552.0,1.899999976158142,349.717529296875,-69.39419555664062,907.70654296875
